"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"4946","Movement Zone 4946","1533","Movement Zone 1533","9/1/2019 - 9/30/2019, Every day, Daily Average",2751,2119,3570
"4946","Movement Zone 4946","1534","Movement Zone 1534","9/1/2019 - 9/30/2019, Every day, Daily Average",2522,1825,3484
"4946","Movement Zone 4946","1535","Movement Zone 1535","9/1/2019 - 9/30/2019, Every day, Daily Average",2518,1841,3443
"4946","Movement Zone 4946","1536","Movement Zone 1536","9/1/2019 - 9/30/2019, Every day, Daily Average",2634,2037,3404
"4946","Movement Zone 4946","1537","Movement Zone 1537","9/1/2019 - 9/30/2019, Every day, Daily Average",2238,1634,3065
"4946","Movement Zone 4946","1538","Movement Zone 1538","9/1/2019 - 9/30/2019, Every day, Daily Average",2678,1905,3763
"4946","Movement Zone 4946","1539","Movement Zone 1539","9/1/2019 - 9/30/2019, Every day, Daily Average",3054,2304,4047
"4946","Movement Zone 4946","1540","Movement Zone 1540","9/1/2019 - 9/30/2019, Every day, Daily Average",2539,1779,3623
"4946","Movement Zone 4946","1541","Movement Zone 1541","9/1/2019 - 9/30/2019, Every day, Daily Average",2976,2165,4090
"4946","Movement Zone 4946","1542","Movement Zone 1542","9/1/2019 - 9/30/2019, Every day, Daily Average",3346,2619,4273
"4946","Movement Zone 4946","1543","Movement Zone 1543","9/1/2019 - 9/30/2019, Every day, Daily Average",3266,2574,4142
"4946","Movement Zone 4946","1544","Movement Zone 1544","9/1/2019 - 9/30/2019, Every day, Daily Average",2991,2176,4109
"4946","Movement Zone 4946","1548","Movement Zone 1548","9/1/2019 - 9/30/2019, Every day, Daily Average",3209,2378,4329
"4946","Movement Zone 4946","1549","Movement Zone 1549","9/1/2019 - 9/30/2019, Every day, Daily Average",2932,2202,3903
"4946","Movement Zone 4946","1550","Movement Zone 1550","9/1/2019 - 9/30/2019, Every day, Daily Average",2849,2148,3777
"4946","Movement Zone 4946","1552","Movement Zone 1552","9/1/2019 - 9/30/2019, Every day, Daily Average",2911,2232,3795
"4946","Movement Zone 4946","1553","Movement Zone 1553","9/1/2019 - 9/30/2019, Every day, Daily Average",3032,2319,3964
"4946","Movement Zone 4946","1555","Movement Zone 1555","9/1/2019 - 9/30/2019, Every day, Daily Average",2912,2056,4122
"4946","Movement Zone 4946","1557","Movement Zone 1557","9/1/2019 - 9/30/2019, Every day, Daily Average",2711,2116,3472
"4946","Movement Zone 4946","1559","Movement Zone 1559","9/1/2019 - 9/30/2019, Every day, Daily Average",2484,1692,3646
"4946","Movement Zone 4946","1562","Movement Zone 1562","9/1/2019 - 9/30/2019, Every day, Daily Average",2969,2224,3963
"4946","Movement Zone 4946","1563","Movement Zone 1563","9/1/2019 - 9/30/2019, Every day, Daily Average",3168,2374,4225
"4946","Movement Zone 4946","1564","Movement Zone 1564","9/1/2019 - 9/30/2019, Every day, Daily Average",3148,2377,4168
"4946","Movement Zone 4946","1567","Movement Zone 1567","9/1/2019 - 9/30/2019, Every day, Daily Average",3091,2376,4020
"4946","Movement Zone 4946","1569","Movement Zone 1569","9/1/2019 - 9/30/2019, Every day, Daily Average",1812,1313,2499
"4946","Movement Zone 4946","1570","Movement Zone 1570","9/1/2019 - 9/30/2019, Every day, Daily Average",1805,1327,2453
"4946","Movement Zone 4946","1571","Movement Zone 1571","9/1/2019 - 9/30/2019, Every day, Daily Average",670,444,1009
"4946","Movement Zone 4946","1572","Movement Zone 1572","9/1/2019 - 9/30/2019, Every day, Daily Average",740,508,1077
"4946","Movement Zone 4946","1573","Movement Zone 1573","9/1/2019 - 9/30/2019, Every day, Daily Average",819,577,1161
"4946","Movement Zone 4946","1574","Movement Zone 1574","9/1/2019 - 9/30/2019, Every day, Daily Average",1466,997,2155
"4946","Movement Zone 4946","1575","Movement Zone 1575","9/1/2019 - 9/30/2019, Every day, Daily Average",1061,695,1619
"4946","Movement Zone 4946","1576","Movement Zone 1576","9/1/2019 - 9/30/2019, Every day, Daily Average",1024,660,1588
"4946","Movement Zone 4946","1577","Movement Zone 1577","9/1/2019 - 9/30/2019, Every day, Daily Average",826,526,1295
"4946","Movement Zone 4946","1578","Movement Zone 1578","9/1/2019 - 9/30/2019, Every day, Daily Average",949,643,1400
"4946","Movement Zone 4946","1579","Movement Zone 1579","9/1/2019 - 9/30/2019, Every day, Daily Average",2073,1487,2889
"4946","Movement Zone 4946","1580","Movement Zone 1580","9/1/2019 - 9/30/2019, Every day, Daily Average",1837,1320,2556
"4946","Movement Zone 4946","1581","Movement Zone 1581","9/1/2019 - 9/30/2019, Every day, Daily Average",2009,1424,2832
"4946","Movement Zone 4946","1582","Movement Zone 1582","9/1/2019 - 9/30/2019, Every day, Daily Average",2110,1522,2924
"4946","Movement Zone 4946","1583","Movement Zone 1583","9/1/2019 - 9/30/2019, Every day, Daily Average",2511,1934,3258
"4946","Movement Zone 4946","1584","Movement Zone 1584","9/1/2019 - 9/30/2019, Every day, Daily Average",570,347,935
"4946","Movement Zone 4946","1585","Movement Zone 1585","9/1/2019 - 9/30/2019, Every day, Daily Average",1604,1169,2200
"4946","Movement Zone 4946","1586","Movement Zone 1586","9/1/2019 - 9/30/2019, Every day, Daily Average",2015,1441,2817
"4946","Movement Zone 4946","1587","Movement Zone 1587","9/1/2019 - 9/30/2019, Every day, Daily Average",991,728,1348
